Date;Time;Thread ID;Log Type;Log Level;Message;
2022-10-22;23:28:04;1;General;Informational;============== LOGGER INITIALIZED FOR CabinetDataStore ============== ;
2022-10-22;23:28:04;1;Application;Informational;"Date: 22/10/2022 23:28:04.704; WhereItCameFrom: PatientForm; Message: asd"
2022-10-22;23:29:09;1;General;Informational;================================================================;
2022-10-22;23:29:09;1;General;Informational;============== LOGGER INITIALIZED FOR CabinetDataStore ============== ;
2022-10-22;23:29:09;1;Application;Informational;"Date: 22/10/2022 23:29:09.354; WhereItCameFrom: PatientForm; Message: asd"
2022-10-22;23:44:38;1;General;Informational;================================================================;
2022-10-22;23:44:38;1;General;Informational;============== LOGGER INITIALIZED FOR CabinetDataStore ============== ;
2022-10-22;23:44:39;1;Application;Informational;"Date: 22/10/2022 23:44:39.881; WhereItCameFrom: PatientForm; Message: Load Patients form"
2022-10-22;23:45:07;1;Application;Informational;"Date: 22/10/2022 23:45:07.578; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at: ExaminationService"
2022-10-22;23:45:07;1;Application;Critical;"Date: 22/10/2022 23:45:07.861; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:45:07;1;Public;Critical;"Date: 22/10/2022 23:45:07.861; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:45:07;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId)
"
2022-10-22;23:47:49;1;General;Informational;================================================================;
2022-10-22;23:47:49;1;General;Informational;============== LOGGER INITIALIZED FOR CabinetDataStore ============== ;
2022-10-22;23:47:49;1;Application;Informational;"Date: 22/10/2022 23:47:49.544; WhereItCameFrom: PatientForm; Message: Load Patients form"
2022-10-22;23:47:55;1;Application;Informational;"Date: 22/10/2022 23:47:55.195; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
2022-10-22;23:47:55;1;Application;Critical;"Date: 22/10/2022 23:47:55.197; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:55;1;Public;Critical;"Date: 22/10/2022 23:47:55.197; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:55;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId) in C:\Users\didkk\source\repos\CabinetDataStore\CabinetDataStore.Business\Services\ExaminationService.cs:line 25
"
2022-10-22;23:47:56;1;Application;Informational;"Date: 22/10/2022 23:47:56.899; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
2022-10-22;23:47:56;1;Application;Critical;"Date: 22/10/2022 23:47:56.899; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:56;1;Public;Critical;"Date: 22/10/2022 23:47:56.899; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:56;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId) in C:\Users\didkk\source\repos\CabinetDataStore\CabinetDataStore.Business\Services\ExaminationService.cs:line 25
"
2022-10-22;23:47:57;1;Application;Informational;"Date: 22/10/2022 23:47:57.155; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
2022-10-22;23:47:57;1;Application;Critical;"Date: 22/10/2022 23:47:57.156; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:57;1;Public;Critical;"Date: 22/10/2022 23:47:57.156; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:57;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId) in C:\Users\didkk\source\repos\CabinetDataStore\CabinetDataStore.Business\Services\ExaminationService.cs:line 25
"
2022-10-22;23:47:57;1;Application;Informational;"Date: 22/10/2022 23:47:57.312; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
2022-10-22;23:47:57;1;Application;Critical;"Date: 22/10/2022 23:47:57.312; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:57;1;Public;Critical;"Date: 22/10/2022 23:47:57.312; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:57;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId) in C:\Users\didkk\source\repos\CabinetDataStore\CabinetDataStore.Business\Services\ExaminationService.cs:line 25
"
2022-10-22;23:47:58;1;Application;Informational;"Date: 22/10/2022 23:47:58.906; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
2022-10-22;23:47:58;1;Application;Critical;"Date: 22/10/2022 23:47:58.906; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:58;1;Public;Critical;"Date: 22/10/2022 23:47:58.906; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:47:58;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId) in C:\Users\didkk\source\repos\CabinetDataStore\CabinetDataStore.Business\Services\ExaminationService.cs:line 25
"
2022-10-22;23:48:00;1;Application;Informational;"Date: 22/10/2022 23:48:00.020; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
2022-10-22;23:48:00;1;Application;Critical;"Date: 22/10/2022 23:48:00.020; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:48:00;1;Public;Critical;"Date: 22/10/2022 23:48:00.020; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:48:00;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId) in C:\Users\didkk\source\repos\CabinetDataStore\CabinetDataStore.Business\Services\ExaminationService.cs:line 25
"
2022-10-22;23:48:00;1;Application;Informational;"Date: 22/10/2022 23:48:00.252; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
2022-10-22;23:48:00;1;Application;Critical;"Date: 22/10/2022 23:48:00.253; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:48:00;1;Public;Critical;"Date: 22/10/2022 23:48:00.253; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:48:00;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId) in C:\Users\didkk\source\repos\CabinetDataStore\CabinetDataStore.Business\Services\ExaminationService.cs:line 25
"
2022-10-22;23:48:07;1;Application;Informational;"Date: 22/10/2022 23:48:07.157; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
2022-10-22;23:48:07;1;Application;Critical;"Date: 22/10/2022 23:48:07.157; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:48:07;1;Public;Critical;"Date: 22/10/2022 23:48:07.157; WhereItCameFrom: GetAllExaminationsByPatientID; Source: CabinetDataStore.Business; Message: Exception of type 'System.Exception' was thrown.; InnerException: ; HResult: -2146233088 ; InnerExceptionBase = Exception of type 'System.Exception' was thrown."
2022-10-22;23:48:07;1;Debug;Critical;"   at CabinetDataStore.Business.Services.ExaminationService.GetAllExaminationsByPatientID(Int64 patientId) in C:\Users\didkk\source\repos\CabinetDataStore\CabinetDataStore.Business\Services\ExaminationService.cs:line 25
"
2022-10-22;23:48:13;1;General;Informational;================================================================;
2022-10-22;23:48:13;1;General;Informational;============== LOGGER INITIALIZED FOR CabinetDataStore ============== ;
2022-10-22;23:48:14;1;Application;Informational;"Date: 22/10/2022 23:48:14.413; WhereItCameFrom: PatientForm; Message: Load Patients form"
2022-10-22;23:48:26;1;Application;Informational;"Date: 22/10/2022 23:48:26.198; WhereItCameFrom: GetAllExaminationsByPatientID; Message: Critical at class::ExaminationService"
